domains,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,char_number,char_word,char_symbol,Label
cg.pzqfnbx.top,0,0,0.05263157894736842,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8571428571428571,0.14285714285714285,1
www.tcazl.top,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8461538461538461,0.15384615384615385,1
www.jqvse.top,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8461538461538461,0.15384615384615385,1
www.hcppt.top,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8461538461538461,0.15384615384615385,1
www.rvquf.top,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8461538461538461,0.15384615384615385,1
osaxv.shop,0,0,0.031578947368421054,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9,0.1,1
chtatw.com,0,0,0.031578947368421054,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9,0.1,1
cht.g4uze.chat,0,0,0.05263157894736842,0,0,0,0,0,0,1,1,1,1,1,1,0.058823529411764705,0.07142857142857142,0.7857142857142857,0.14285714285714285,1
t6wb.gos9n.plus,0,0,0.05789473684210526,0,0,0,0,0,0,1,1,1,1,1,1,0.058823529411764705,0.13333333333333333,0.7333333333333333,0.13333333333333333,1
fetc-net-tw.cc,0,0,0.05263157894736842,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.7857142857142857,0.21428571428571427,1
op.etcbyrf-tw.top,0,0,0.06842105263157895,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8235294117647058,0.17647058823529413,1
tkqy7328.com,0,0,0.042105263157894736,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.3333333333333333,0.5833333333333334,0.08333333333333333,1
hkw985505.com,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.46153846153846156,0.46153846153846156,0.07692307692307693,1
eiwkmd663681.com,0,0,0.06315789473684211,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.375,0.5625,0.0625,1
ergds.xyz,0,0,0.02631578947368421,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8888888888888888,0.1111111111111111,1
qdjon.online,0,0,0.042105263157894736,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.9166666666666666,0.08333333333333333,1
lfxt25w.online,0,0,0.05263157894736842,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.14285714285714285,0.7857142857142857,0.07142857142857142,1
gjal83111.com,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.38461538461538464,0.5384615384615384,0.07692307692307693,1
aa.yuningsy.com,0,0,0.05789473684210526,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8666666666666667,0.13333333333333333,1
tutu.jinsete.com,0,0,0.06315789473684211,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.875,0.125,1
teach.atbosiyt.com,0,0,0.07368421052631578,0,0,0,1,0,0,1,1,1,0,0,1,0.0,0.0,0.8888888888888888,0.1111111111111111,1
dg.biaogus.com,0,0,0.05263157894736842,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8571428571428571,0.14285714285714285,1
ksjjj.weiteyks.com,0,0,0.07368421052631578,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8888888888888888,0.1111111111111111,1
1v0.cc,0,0,0.010526315789473684,0,0,0,0,0,0,1,1,0,0,0,1,0.058823529411764705,0.3333333333333333,0.5,0.16666666666666666,1
aq.ailook.ltd,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8461538461538461,0.15384615384615385,1
www.leckl.top,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8461538461538461,0.15384615384615385,1
abc33.top,0,0,0.02631578947368421,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.2222222222222222,0.6666666666666666,0.1111111111111111,1
htps.vr83q5w.top,0,0,0.06315789473684211,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.1875,0.6875,0.125,1
you.we3z5bq.top,0,0,0.05789473684210526,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.13333333333333333,0.7333333333333333,0.13333333333333333,1
dwjajdwaw.shop,0,0,0.05263157894736842,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9285714285714286,0.07142857142857142,1
djjwjqkws.shop,0,0,0.05263157894736842,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9285714285714286,0.07142857142857142,1
www.yfmyy.top,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8461538461538461,0.15384615384615385,1
wsh8.lsnsdwb.top,0,0,0.06315789473684211,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0625,0.8125,0.125,1
www.qiwtw.top,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8461538461538461,0.15384615384615385,1
gfhdsaf.vip,0,0,0.03684210526315789,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9090909090909091,0.09090909090909091,1
www.ttfao.top,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8461538461538461,0.15384615384615385,1
www.eatvq.top,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8461538461538461,0.15384615384615385,1
www.topr.cloud,0,0,0.05263157894736842,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8571428571428571,0.14285714285714285,1
ejtlnoz.top,0,0,0.03684210526315789,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9090909090909091,0.09090909090909091,1
01.tqhtbwo.top,0,0,0.05263157894736842,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.14285714285714285,0.7142857142857143,0.14285714285714285,1
pk.bjb154k.top,0,0,0.05263157894736842,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.21428571428571427,0.6428571428571429,0.14285714285714285,1
tw.cihmcp8.top,0,0,0.05263157894736842,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.07142857142857142,0.7857142857142857,0.14285714285714285,1
sa.32lurgi.top,0,0,0.05263157894736842,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.14285714285714285,0.7142857142857143,0.14285714285714285,1
xp.vahz6a9.top,0,0,0.05263157894736842,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.14285714285714285,0.7142857142857143,0.14285714285714285,1
stockupper.com,0,0,0.05263157894736842,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9285714285714286,0.07142857142857142,1
jksldjf.com,0,0,0.03684210526315789,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9090909090909091,0.09090909090909091,1
toptok.shop,0,0,0.03684210526315789,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9090909090909091,0.09090909090909091,1
osujp.online,0,0,0.042105263157894736,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9166666666666666,0.08333333333333333,1
www.ycsjh.top,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8461538461538461,0.15384615384615385,1
inflorina.shop,0,0,0.05263157894736842,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9285714285714286,0.07142857142857142,1
e.xtsar.top,0,0,0.03684210526315789,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8181818181818182,0.18181818181818182,1
e.rdwlt.top,0,0,0.03684210526315789,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8181818181818182,0.18181818181818182,1
www.knwau.top,0,0,0.04736842105263158,0,0,0,1,0,0,1,1,1,0,0,1,0.0,0.0,0.8461538461538461,0.15384615384615385,1
www.qjlpz.top,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8461538461538461,0.15384615384615385,1
ret.i7pgwge.top,0,0,0.05789473684210526,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.06666666666666667,0.8,0.13333333333333333,1
d.m54wmp0.top,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.23076923076923078,0.6153846153846154,0.15384615384615385,1
www.mjeca.top,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8461538461538461,0.15384615384615385,1
hc.6tqsz7o.top,0,0,0.05263157894736842,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.14285714285714285,0.7142857142857143,0.14285714285714285,1
smartstockpick.com,0,0,0.07368421052631578,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9444444444444444,0.05555555555555555,1
aawul.online,0,0,0.042105263157894736,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.9166666666666666,0.08333333333333333,1
www.topgdp.shop,0,0,0.05789473684210526,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8666666666666667,0.13333333333333333,1
silolicy.top,0,0,0.042105263157894736,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9166666666666666,0.08333333333333333,1
topguc.shop,0,0,0.03684210526315789,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9090909090909091,0.09090909090909091,1
gyugukrew.vip,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9230769230769231,0.07692307692307693,1
bgykw.online,0,0,0.042105263157894736,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.9166666666666666,0.08333333333333333,1
www.jonkdp.shop,0,0,0.05789473684210526,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8666666666666667,0.13333333333333333,1
www.topjp.shop,0,0,0.05263157894736842,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8571428571428571,0.14285714285714285,1
abc35.top,0,0,0.02631578947368421,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.2222222222222222,0.6666666666666666,0.1111111111111111,1
www.kdvzi.top,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8461538461538461,0.15384615384615385,1
iyxda.online,0,0,0.042105263157894736,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9166666666666666,0.08333333333333333,1
rlznq.online,0,0,0.042105263157894736,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9166666666666666,0.08333333333333333,1
cmfci.online,0,0,0.042105263157894736,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9166666666666666,0.08333333333333333,1
udlfz.online,0,0,0.042105263157894736,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.9166666666666666,0.08333333333333333,1
pk2.wv6kyg1.top,0,0,0.05789473684210526,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.2,0.6666666666666666,0.13333333333333333,1
cht.k5sgb.ink,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.07692307692307693,0.7692307692307693,0.15384615384615385,1
net.w8Oci.ink,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.07692307692307693,0.7692307692307693,0.15384615384615385,1
cht.0hsvf.ink,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.07692307692307693,0.7692307692307693,0.15384615384615385,1
chaatiw.top,0,0,0.03684210526315789,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9090909090909091,0.09090909090909091,1
twaierto.top,0,0,0.042105263157894736,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9166666666666666,0.08333333333333333,1
edc.monster,0,0,0.03684210526315789,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9090909090909091,0.09090909090909091,1
ebill-update.club,0,0,0.06842105263157895,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8823529411764706,0.11764705882352941,1
www.tesco-global.top,0,0,0.08421052631578947,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.85,0.15,1
www.vipotor.com,0,0,0.05789473684210526,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8666666666666667,0.13333333333333333,1
vibbits.net,0,0,0.03684210526315789,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9090909090909091,0.09090909090909091,1
www.vantwnow.cyou,0,0,0.06842105263157895,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8823529411764706,0.11764705882352941,1
www.bestbeo.com,0,0,0.05789473684210526,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8666666666666667,0.13333333333333333,1
ice-snowshop.com,0,0,0.06315789473684211,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.875,0.125,1
www.zalandoshops.cc,0,0,0.07894736842105263,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8947368421052632,0.10526315789473684,1
www.dhfdjjs.com,0,0,0.05789473684210526,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8666666666666667,0.13333333333333333,1
yexbe86.com,0,0,0.03684210526315789,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.18181818181818182,0.7272727272727273,0.09090909090909091,1
www.ydxrunpro.com,0,0,0.06842105263157895,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8823529411764706,0.11764705882352941,1
btfinnetw.top,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9230769230769231,0.07692307692307693,1
www.dngjfhgj.com,0,0,0.06315789473684211,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.875,0.125,1
ab93.site,0,0,0.02631578947368421,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.2222222222222222,0.6666666666666666,0.1111111111111111,1
www.hxing888.com,0,0,0.06315789473684211,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.1875,0.6875,0.125,1
www.wwohaha.com,0,0,0.05789473684210526,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8666666666666667,0.13333333333333333,1
dd-btxpro.com,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8461538461538461,0.15384615384615385,1
kgfinancials.com,0,0,0.06315789473684211,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9375,0.0625,1
dex-ls.com,0,0,0.031578947368421054,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8,0.2,1
htps.sfsoaoter.com,0,0,0.07368421052631578,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8888888888888888,0.1111111111111111,1
www.carrofoumarts.shop,0,0,0.09473684210526316,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9090909090909091,0.09090909090909091,1
ht.kjcoinwu08.top,0,0,0.06842105263157895,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.11764705882352941,0.7647058823529411,0.11764705882352941,1
kxym8399.com,0,0,0.042105263157894736,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.3333333333333333,0.5833333333333334,0.08333333333333333,1
www.fcchainv.vip,0,0,0.06315789473684211,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.875,0.125,1
myth.etorotes.com,0,0,0.06842105263157895,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8823529411764706,0.11764705882352941,1
www.ejpdlgv6.com,0,0,0.06315789473684211,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0625,0.8125,0.125,1
www.acmecoinltd.com,0,0,0.07894736842105263,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8947368421052632,0.10526315789473684,1
tradenationfex.com,0,0,0.07368421052631578,0,0,0,1,0,0,1,1,1,0,0,1,0.0,0.0,0.9444444444444444,0.05555555555555555,1
www.deeznnzb.vip,0,0,0.06315789473684211,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.875,0.125,1
www.wgtqj.com,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8461538461538461,0.15384615384615385,1
www.mdhufhfgf.com,0,0,0.06842105263157895,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8823529411764706,0.11764705882352941,1
www.acelitmalls.com,0,0,0.07894736842105263,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8947368421052632,0.10526315789473684,1
shouio.com,0,0,0.031578947368421054,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9,0.1,1
www.vtnb606.com,0,0,0.05789473684210526,0,0,0,0,0,0,1,1,1,1,1,1,0.058823529411764705,0.2,0.6666666666666666,0.13333333333333333,1
gushops.com,0,0,0.03684210526315789,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9090909090909091,0.09090909090909091,1
rr001tw.yyt666015.store,0,0,0.1,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.391304347826087,0.5217391304347826,0.08695652173913043,1
www.etimtoken1.com,0,0,0.07368421052631578,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.05555555555555555,0.8333333333333334,0.1111111111111111,1
huixinstore.com,0,0,0.05789473684210526,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9333333333333333,0.06666666666666667,1
www.coinpayex.com,0,0,0.06842105263157895,0,0,0,1,0,0,1,1,0,0,0,1,0.0,0.0,0.8823529411764706,0.11764705882352941,1
pxbitcoin.com,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9230769230769231,0.07692307692307693,1
dedwow.com,0,0,0.031578947368421054,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9,0.1,1
www.pluspoa.com,0,0,0.05789473684210526,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8666666666666667,0.13333333333333333,1
gmarket-go.click,0,0,0.06315789473684211,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.875,0.125,1
defiearnvisit.com,0,0,0.06842105263157895,0,0,0,1,0,0,1,1,1,0,0,1,0.0,0.0,0.9411764705882353,0.058823529411764705,1
www.drbbrb9.com,0,0,0.05789473684210526,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.06666666666666667,0.8,0.13333333333333333,1
enter.spggames999.com,0,0,0.08947368421052632,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.14285714285714285,0.7619047619047619,0.09523809523809523,1
tsgtw.bitlo.cloud,0,0,0.06842105263157895,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8823529411764706,0.11764705882352941,1
www.viphz888.com,0,0,0.06315789473684211,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.1875,0.6875,0.125,1
www.optimismtsiplus.com,0,0,0.1,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9130434782608695,0.08695652173913043,1
web.citcoin.top,0,0,0.05789473684210526,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.8666666666666667,0.13333333333333333,1
www.okxvmi.com,0,0,0.05263157894736842,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8571428571428571,0.14285714285714285,1
square.9255139.site,0,0,0.07894736842105263,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.3684210526315789,0.5263157894736842,0.10526315789473684,1
www.dmallshopping.com,0,0,0.08947368421052632,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9047619047619048,0.09523809523809523,1
maleah.imtrons.com,0,0,0.07368421052631578,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8888888888888888,0.1111111111111111,1
www.mx124.cn,0,0,0.042105263157894736,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.25,0.5833333333333334,0.16666666666666666,1
dfxghq.online,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9230769230769231,0.07692307692307693,1
www.dnfsss.com,0,0,0.05263157894736842,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8571428571428571,0.14285714285714285,1
dfx111.top,0,0,0.031578947368421054,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.3,0.6,0.1,1
app.uyvifdjgh.com,0,0,0.06842105263157895,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8823529411764706,0.11764705882352941,1
www.ybiaktsxc.com,0,0,0.06842105263157895,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8823529411764706,0.11764705882352941,1
zhong.seagensyer.com,0,0,0.08421052631578947,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9,0.1,1
www.amtopfx.online,0,0,0.07368421052631578,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8888888888888888,0.1111111111111111,1
dexminer1.com,0,0,0.04736842105263158,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.07692307692307693,0.8461538461538461,0.07692307692307693,1
m.sqooh.top,0,0,0.03684210526315789,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8181818181818182,0.18181818181818182,1
www.kinginfo.cc,0,0,0.05789473684210526,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8666666666666667,0.13333333333333333,1
www.taikoomall.com,0,0,0.07368421052631578,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8888888888888888,0.1111111111111111,1
www.hotcoinae.com,0,0,0.06842105263157895,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.8823529411764706,0.11764705882352941,1
bkhcoin.us,0,0,0.031578947368421054,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.9,0.1,1
