domains,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,char_number,char_word,char_symbol,son_domain,Label
omega.albany.edu:8008,0,0,0.0894736842105263,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.1904761904761904,0.6666666666666666,0.1428571428571428,1.0,0
www.tug.org,0,0,0.0368421052631578,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.818181818,0.181818182,0.3,0
uniswap.ind.in,0,0,0.0526315789473684,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8571428571428571,0.1428571428571428,0.6,1
bancaenlineabantrabgt.ebankingt2.repl.co,0,0,0.1894736842105263,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.025,0.9,0.075,0.6,1
business-page-appeal-9cedc.firebaseapp.com,0,0,0.2,0.13333333333333333,0,0,0,0,1,1.0,1,1,0,0,1,0.0588235294117647,0.0238095238095238,0.8571428571428571,0.119047619047619,0.5,1
caringloyaldeals--pegale2345.repl.co,0,0,0.1684210526315789,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.6,1
www.dumell.net,0,0,0.0526315789473684,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8571428571428571,0.1428571428571428,0.4,0
securespks-erv-webservice1193.de,0,0,0.1473684210526315,0.06666666666666667,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.125,0.78125,0.09375,0.6,1
redwing.hutman.net,0,0,0.0736842105263157,0.13333333333333333,0,0,0,0,0,1.0,1,0,0,0,1,0.0,0.0,0.8888888888888888,0.1111111111111111,0.4,0
www.waste.org,0,0,0.0473684210526315,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8461538461538461,0.1538461538461538,0.3,0
5a5503a9-bea9-481b-af63-399592b26b06.id.repl.co,0,0,0.2263157894736842,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.4680851063829787,0.3829787234042553,0.1489361702127659,0.6,1
www.cm.hit-u.ac.jp,0,0,0.0736842105263157,0.26666666666666666,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.7222222222222222,0.2777777777777778,0.6,0
som.csudh.edu,0,0,0.0473684210526315,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8461538461538461,0.1538461538461538,0.1,0
edharpphotos.homestead.com,0,0,0.1157894736842105,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.9230769230769232,0.0769230769230769,0.5,0
whatisamattwalsh.tk,0,0,0.0789473684210526,0.06666666666666667,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.9473684210526316,0.0526315789473684,0.6,1
sonecrepso.web.app,0,0,0.0736842105263157,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8888888888888888,0.1111111111111111,1.0,1
hbcuscatlan.cary-84.repl.co,0,0,0.1210526315789473,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.074074074074074,0.7777777777777778,0.1481481481481481,0.6,1
home.neustar,0,0,0.0421052631578947,0.06666666666666667,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.9166666666666666,0.0833333333333333,1.0,0
www.solarwinds.com,0,0,0.0736842105263157,0.13333333333333333,0,0,0,0,0,1.0,1,0,0,0,1,0.0588235294117647,0.0,0.8888888888888888,0.1111111111111111,0.5,0
sacolamagazineluiza.com,0,0,0.1,0.06666666666666667,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.9565217391304348,0.0434782608695652,0.5,1
search.google.com,0,0,0.0684210526315789,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8823529411764706,0.1176470588235294,0.5,0
search.aol.com,0,0,0.0526315789473684,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8571428571428571,0.1428571428571428,0.5,0
agraforyou.com,0,0,0.0526315789473684,0.06666666666666667,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.9285714285714286,0.0714285714285714,0.5,1
www.coudersportpa.com,0,0,0.0894736842105263,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.9047619047619048,0.0952380952380952,0.5,0
activites-commerciales-1.web.app,0,0,0.1473684210526315,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.03125,0.84375,0.125,1.0,1
pockatcacd.co.jp.sbebjv.top,0,0,0.1210526315789473,0.26666666666666666,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.8518518518518519,0.1481481481481481,0.8,1
jakarta.apache.org,0,0,0.0736842105263157,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.888888889,0.111111111,0.3,0
packages.debian.org,0,0,0.0789473684210526,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.1176470588235294,0.0,0.8947368421052632,0.1052631578947368,0.3,0
www.limsi.fr,0,0,0.0421052631578947,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.1176470588235294,0.0,0.8333333333333334,0.1666666666666666,0.6,0
bpmbusiness.146-190-214-5.cprapid.com,0,0,0.1736842105263158,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.2702702702702703,0.5675675675675675,0.1621621621621621,0.5,1
www.linuxtopia.org,0,0,0.0736842105263157,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8888888888888888,0.1111111111111111,0.3,0
holly-torch-honeycup.glitch.me,0,0,0.1368421052631579,0.13333333333333333,0,0,0,0,1,1.0,1,1,0,0,1,0.0,0.0,0.8666666666666667,0.1333333333333333,0.6,1
www.cellular-news.com,0,0,0.0894736842105263,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8571428571428571,0.1428571428571428,0.5,0
gpachai.googlepages.com,0,0,0.1,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.1176470588235294,0.0,0.9130434782608696,0.0869565217391304,0.5,0
www.dassault-aviation.com,0,0,0.1105263157894736,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.1176470588235294,0.0,0.88,0.12,0.5,0
business-page-appeal-1b36c.web.app,0,0,0.1578947368421052,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.088235294117647,0.7647058823529411,0.1470588235294117,1.0,1
site-para-av2-phelippe-schnel.phelippe.repl.co,0,0,0.2210526315789473,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0217391304347826,0.8260869565217391,0.1521739130434782,0.6,1
www.primasoft.com,0,0,0.0684210526315789,0.13333333333333333,0,0,1,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8823529411764706,0.1176470588235294,0.5,0
a.inaltipiani.it,0,0,0.0631578947368421,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.875,0.125,0.6,1
blockchainbreasts.com,0,0,0.0894736842105263,0.06666666666666667,0,0,0,0,0,1.0,1,1,1,0,1,0.0,0.0,0.9523809523809524,0.0476190476190476,0.5,1
fienet-connect.live,0,0,0.0789473684210526,0.06666666666666667,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.8947368421052632,0.1052631578947368,1.0,1
bafybeig6iq7lrtkdfs63vjnn546swfqlkz2dl5eshkbyyrrj7lgxy4scdu.ipfs.infura-ipfs.io,0,0,0.3947368421052631,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.1176470588235294,0.1392405063291139,0.810126582278481,0.050632911392405,0.6,1
axosmicrofinance.4dq.com,0,0,0.1052631578947368,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0416666666666666,0.875,0.0833333333333333,0.5,1
comunicaziomanaging.onyx-sites.io,0,0,0.1526315789473684,0.13333333333333333,0,0,0,0,0,1.0,1,0,0,0,1,0.0,0.0,0.9090909090909092,0.0909090909090909,0.6,1
www-net.cs.umass.edu,0,0,0.0842105263157894,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8,0.2,0.1,0
www.indiangaming.org,0,0,0.0842105263157894,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.9,0.1,0.3,0
electronics.howstuffworks.com,0,0,0.131578947368421,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.931034483,0.068965517,0.5,0
jefferson.village.virginia.edu,0,0,0.1368421052631579,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.1176470588235294,0.0,0.9,0.1,0.1,0
zonasegurastebcp.xyz,0,0,0.0842105263157894,0.06666666666666667,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.95,0.05,1.0,1
www.aspects.org,0,0,0.0578947368421052,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8666666666666667,0.1333333333333333,0.3,0
seedify-claim.com.pl,0,0,0.0842105263157894,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.85,0.15,0.6,1
books.slashdot.org,0,0,0.0736842105263157,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8888888888888888,0.1111111111111111,0.3,0
www.countrylovin.com,0,0,0.0842105263157894,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.9,0.1,0.5,0
ameba.jp,0,0,0.0210526315789473,0.06666666666666667,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.875,0.125,0.6,0
saiconcard.co.jp.ooppox.xyz,0,0,0.1210526315789473,0.26666666666666666,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8518518518518519,0.1481481481481481,1.0,1
ndtog.jaerg.pl,0,0,0.0526315789473684,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8571428571428571,0.1428571428571428,0.6,1
web.alfredstate.edu,0,0,0.0789473684210526,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8947368421052632,0.1052631578947368,0.1,0
www.nanosysinc.com,0,0,0.0736842105263157,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.888888889,0.111111111,0.5,0
www.mindjack.com,0,0,0.0631578947368421,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.1176470588235294,0.0,0.875,0.125,0.5,0
www.webstandards.org,0,0,0.0842105263157894,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.9,0.1,0.3,0
www.funagain.com,0,0,0.0631578947368421,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.875,0.125,0.5,0
www.refdesk.com,0,0,0.0578947368421052,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8666666666666667,0.1333333333333333,0.5,0
belllllllllllllllll00000000024.firebaseapp.com,0,0,0.2210526315789473,0.13333333333333333,0,0,0,0,1,1.0,1,1,0,0,1,0.0588235294117647,0.2391304347826087,0.717391304347826,0.0434782608695652,0.5,1
www.dallasobserver.com,0,0,0.0947368421052631,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.9090909090909092,0.0909090909090909,0.5,0
www.miketaylor.org.uk,0,0,0.0894736842105263,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8571428571428571,0.1428571428571428,0.6,0
inventors.about.com,0,0,0.0789473684210526,0.13333333333333333,0,0,1,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.8947368421052632,0.1052631578947368,0.5,0
mail.chebanca.109-206-242-16.cprapid.com,0,0,0.1894736842105263,0.26666666666666666,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.275,0.55,0.175,0.5,1
www.fivewells.com,0,0,0.0684210526315789,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8823529411764706,0.1176470588235294,0.5,0
ollx.332436.xyz,0,0,0.0578947368421052,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.4,0.4666666666666667,0.1333333333333333,1.0,1
maps.google.com,0,0,0.0578947368421052,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.1176470588235294,0.0,0.8666666666666667,0.1333333333333333,0.5,0
yoshiwatanabe.blogspot.com,0,0,0.1157894736842105,0.13333333333333333,0,0,1,0,1,1.0,1,1,0,0,1,0.0,0.0,0.9230769230769232,0.0769230769230769,0.5,0
www.devsphere.com,0,0,0.0684210526315789,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8823529411764706,0.1176470588235294,0.5,0
www.vtt.fi,0,0,0.031578947368421,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8,0.2,0.6,0
maxfreek.tripod.com,0,0,0.0789473684210526,0.13333333333333333,0,0,0,0,0,1.0,1,0,0,0,1,0.0588235294117647,0.0,0.8947368421052632,0.1052631578947368,0.5,0
www.aladdin.com,0,0,0.0578947368421052,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8666666666666667,0.1333333333333333,0.5,0
ums.pushpia.cn,0,0,0.0526315789473684,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8571428571428571,0.1428571428571428,0.6,1
berlichingen.tripod.com,0,0,0.1,0.13333333333333333,0,0,0,0,0,1.0,1,0,0,0,1,0.0588235294117647,0.0,0.9130434782608696,0.0869565217391304,0.5,0
www.chemicalfabricsandfilm.com,0,0,0.1368421052631579,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.9333333333333332,0.0666666666666666,0.5,0
banco-bhd.bhd00.repl.co,0,0,0.1,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0869565217391304,0.7391304347826086,0.1739130434782608,0.6,1
www.olovo.ru,0,0,0.0421052631578947,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8333333333333334,0.1666666666666666,0.6,0
www.bmsi.com,0,0,0.0421052631578947,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8333333333333334,0.1666666666666666,0.5,0
staging-demo.com,0,0,0.0631578947368421,0.06666666666666667,0,0,0,0,0,1.0,1,0,1,1,1,0.0588235294117647,0.0,0.875,0.125,0.5,1
jcb1.seo138.cn,0,0,0.0526315789473684,0.13333333333333333,0,0,0,0,0,1.0,1,0,1,1,1,0.0588235294117647,0.2857142857142857,0.5714285714285714,0.1428571428571428,0.6,1
yarezpo.firebaseapp.com,0,0,0.1,0.13333333333333333,0,0,0,0,1,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.9130434782608696,0.0869565217391304,0.5,1
www.bedfordstmartins.com,0,0,0.1052631578947368,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.4705882352941176,0.0,0.9166666666666666,0.0833333333333333,0.5,0
www.lumicycle.com,0,0,0.0684210526315789,0.13333333333333333,0,0,0,0,0,1.0,1,0,0,0,1,0.1176470588235294,0.0,0.8823529411764706,0.1176470588235294,0.5,0
aass.oru.se,0,0,0.0368421052631578,0.13333333333333333,0,0,0,0,0,1.0,1,0,0,0,1,0.0588235294117647,0.0,0.818181818,0.181818182,0.6,0
www.asa-schalttechnik.de,0,0,0.1052631578947368,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.1176470588235294,0.0,0.875,0.125,0.6,0
855b793a-4ff9-4d36-8e93-b8be5c6dc489.id.repl.co,0,0,0.2263157894736842,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.425531914893617,0.425531914893617,0.1489361702127659,0.6,1
hbburritos.com,0,0,0.0526315789473684,0.06666666666666667,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.9285714285714286,0.0714285714285714,0.5,1
grp03-id-rakute.co.jp.routeng.cn,0,0,0.1473684210526315,0.26666666666666666,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0625,0.75,0.1875,0.6,1
www.queen.clara.net,0,0,0.0789473684210526,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8421052631578947,0.1578947368421052,0.4,0
www.techfak.uni-bielefeld.de,0,0,0.1263157894736842,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.2352941176470588,0.0,0.8571428571428571,0.1428571428571428,0.6,0
sc.link,0,0,0.0157894736842105,0.06666666666666667,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8571428571428571,0.1428571428571428,1.0,1
www.mks.zp.ua,0,0,0.0473684210526315,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.7692307692307693,0.2307692307692307,0.6,0
bpi-prestamos.com,0,0,0.0684210526315789,0.06666666666666667,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.8823529411764706,0.1176470588235294,0.5,1
www.softsource.com,0,0,0.0736842105263157,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.888888889,0.111111111,0.5,0
bkci.vn,0,0,0.0157894736842105,0.06666666666666667,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.8571428571428571,0.1428571428571428,0.6,1
deliablepolyhedrondetg.emnitem.repl.co,0,0,0.1789473684210526,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.9210526315789472,0.0789473684210526,0.6,1
en.wikiquote.org,0,0,0.0631578947368421,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.1176470588235294,0.0,0.875,0.125,0.3,0
saisoncard.co.jp.vxaabt.top,0,0,0.1210526315789473,0.26666666666666666,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.8518518518518519,0.1481481481481481,0.8,1
one-viseca.info,0,0,0.0578947368421052,0.06666666666666667,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.8666666666666667,0.1333333333333333,1.0,1
metafb-iacdqc5.firebaseapp.com,0,0,0.1368421052631579,0.13333333333333333,0,0,0,0,1,1.0,1,1,0,0,1,0.0588235294117647,0.0333333333333333,0.8666666666666667,0.1,0.5,1
nicovideo.jp,0,0,0.0421052631578947,0.06666666666666667,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.9166666666666666,0.0833333333333333,0.6,0
dev-e-bisa-live-se-u-rity-assi-stent-gt.pantheonsite.io,0,0,0.2684210526315789,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8,0.2,0.6,1
asds5fhihnf.work.gd,0,0,0.0789473684210526,0.13333333333333333,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0526315789473684,0.8421052631578947,0.1052631578947368,0.6,1
flutmade.firebaseapp.com,0,0,0.1052631578947368,0.13333333333333333,0,0,0,0,1,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.9166666666666666,0.0833333333333333,0.5,1
sheinqueen.com,0,0,0.0526315789473684,0.06666666666666667,0,0,0,0,0,1.0,1,0,0,0,1,0.0588235294117647,0.0,0.9285714285714286,0.0714285714285714,0.5,1
helpcenteruk.com,0,0,0.0631578947368421,0.06666666666666667,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.9375,0.0625,0.5,1
bafybeidgv54hwwzzzpgvgtydid555jwfvkc5jccydqizvi5m6mdjdcccom.ipfs.dweb.link,0,0,0.3684210526315789,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.1081081081081081,0.8513513513513513,0.0405405405405405,1.0,1
skitter-charmed-perfume.glitch.me,0,0,0.1526315789473684,0.13333333333333333,0,0,0,0,1,1.0,1,1,0,0,1,0.0,0.0,0.8787878787878788,0.1212121212121212,0.6,1
otincorp.com,0,0,0.0421052631578947,0.06666666666666667,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.9166666666666666,0.0833333333333333,0.5,1
www.filcro.com,0,0,0.0526315789473684,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8571428571428571,0.1428571428571428,0.5,0
iniciobanesconline.web.app,0,0,0.1157894736842105,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.9230769230769232,0.0769230769230769,1.0,1
walmart.com,0,0,0.0368421052631578,0.06666666666666667,0,0,1,0,0,0.0070035017508754,1,0,0,0,1,0.0588235294117647,0.0,0.9090909090909092,0.0909090909090909,0.5,0
adoptionlawyeraz-1318334846.cos.ap-tokyo.myqcloud.com,0,0,0.2578947368421053,0.26666666666666666,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.1886792452830188,0.6981132075471698,0.1132075471698113,0.5,1
uponlinelab.com,0,0,0.0578947368421052,0.06666666666666667,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.9333333333333332,0.0666666666666666,0.5,1
www.kenrawlings.com,0,0,0.0789473684210526,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.1176470588235294,0.0,0.8947368421052632,0.1052631578947368,0.5,0
0bs-1-0utlookfolders-party.firebaseapp.com,0,0,0.2,0.13333333333333333,0,0,0,0,1,1.0,1,1,0,0,1,0.0588235294117647,0.0714285714285714,0.8095238095238095,0.119047619047619,0.5,1
www.bunton.id.au,0,0,0.0631578947368421,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8125,0.1875,0.6,0
apple.jp.fwue.shop,0,0,0.0736842105263157,0.2,0,0,0,0,0,1.0,1,0,1,1,1,0.0588235294117647,0.0,0.8333333333333334,0.1666666666666666,0.9,1
onedrivefiles79.web.app,0,0,0.1,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0869565217391304,0.8260869565217391,0.0869565217391304,1.0,1
www.luv.asn.au,0,0,0.0526315789473684,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.7857142857142857,0.2142857142857142,0.6,0
www.roblocher.com,0,0,0.0684210526315789,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8823529411764706,0.1176470588235294,0.5,0
idnn543klns.publicvm.com,0,0,0.1052631578947368,0.13333333333333333,0,0,0,0,0,1.0,1,0,0,0,1,0.0,0.125,0.7916666666666666,0.0833333333333333,0.5,1
flydigital.biz,0,0,0.0526315789473684,0.06666666666666667,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.9285714285714286,0.0714285714285714,1.0,1
155.94.128.148,0,0,0.0526315789473684,0.2,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.7857142857142857,0.0,0.2142857142857142,1.0,1
charles.lehalle.free.fr,0,0,0.1,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8695652173913043,0.1304347826086956,0.6,0
pvum.myeha.pl,0,0,0.0473684210526315,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8461538461538461,0.1538461538461538,0.6,1
www.geocities.co.jp,0,0,0.0789473684210526,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.1176470588235294,0.0,0.8421052631578947,0.1578947368421052,0.6,0
webapp.home-bane.xyz,0,0,0.0842105263157894,0.13333333333333333,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.85,0.15,1.0,1
sp440025.sitebeat.crazydomains.com,0,0,0.1578947368421052,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.1764705882352941,0.7352941176470589,0.088235294117647,0.5,1
www.greenbuildingsupply.com,0,0,0.1210526315789473,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.925925925925926,0.074074074074074,0.5,0
chcomasct.azzztecagt.repl.co,0,0,0.1263157894736842,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8928571428571429,0.1071428571428571,0.6,1
apaajalahygpetingmasuk325we.rf.gd,0,0,0.1526315789473684,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0909090909090909,0.8484848484848485,0.0606060606060606,0.6,1
www.the-surfs-up.com,0,0,0.0842105263157894,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8,0.2,0.5,0
docs.python.org,0,0,0.0578947368421052,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.1176470588235294,0.0,0.8666666666666667,0.1333333333333333,0.3,0
etc-zzxss.dns04.com,0,0,0.0789473684210526,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.1052631578947368,0.7368421052631579,0.1578947368421052,0.5,1
