domains,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,char_number,char_word,char_symbol,Label
www.acc.umu.se,0,0,0.05263157894736842,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.785714286,0.214285714,0
www.isearchthenet.com,0,0,0.08947368421052632,0,0,0,1,0,0,1.0,1,1,0,0,1,0.0,0.0,0.904761905,0.095238095,0
icxr.com,0,0,0.021052631578947368,0,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.875,0.125,0
robotics.ee.uwa.edu.au,0,0,0.09473684210526316,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.818181818,0.181818182,0
www.csmonitor.com,0,0,0.06842105263157895,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.882352941,0.117647059,0
www.toysrgus.com,0,0,0.06315789473684211,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.875,0.125,0
arbiter.wipo.int,0,0,0.06315789473684211,0,0,0,0,0,0,1.0,1,1,0,0,1,0.11764705882352941,0.0,0.875,0.125,0
www.itl.nist.gov,0,0,0.06315789473684211,0,0,0,0,0,0,1.0,1,1,0,0,1,0.17647058823529413,0.0,0.8125,0.1875,0
www.msstate.edu,0,0,0.05789473684210526,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.866666667,0.133333333,0
spdg1.sci.shizuoka.ac.jp,0,0,0.10526315789473684,0,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.041666667,0.791666667,0.166666667,0
square.umin.ac.jp,0,0,0.06842105263157895,0,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.823529412,0.176470588,0
www.ca.com,0,0,0.031578947368421054,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.8,0.2,0
www.mozilla.org,0,0,0.05789473684210526,0,0,0,0,0,0,0.07303651825912956,1,1,0,0,1,0.058823529411764705,0.0,0.866666667,0.133333333,0
www.cl.cam.ac.uk,0,0,0.06315789473684211,0,0,0,0,0,0,1.0,1,1,0,0,1,0.11764705882352941,0.0,0.75,0.25,0
www.onjava.com,0,0,0.05263157894736842,0,0,0,0,0,0,1.0,1,1,0,0,1,0.11764705882352941,0.0,0.857142857,0.142857143,0
www.computerhope.com,0,0,0.08421052631578947,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.9,0.1,0
webopedia.com,0,0,0.04736842105263158,0,0,0,0,0,0,1.0,1,1,0,0,1,0.11764705882352941,0.0,0.923076923,0.076923077,0
www.red-ring.com,0,0,0.06315789473684211,0,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8125,0.1875,0
www.openroad.ca,0,0,0.05789473684210526,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.866666667,0.133333333,0
discovermagazine.com,0,0,0.08421052631578947,0,0,0,0,0,0,1.0,1,1,0,0,1,0.11764705882352941,0.0,0.95,0.05,0
www.buyagro.com,0,0,0.05789473684210526,0,0,0,0,0,0,1.0,1,0,0,0,1,0.0,0.0,0.866666667,0.133333333,0
thebbs.org,0,0,0.031578947368421054,0,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.9,0.1,0
msdn.microsoft.com,0,0,0.07368421052631578,0,0,0,1,0,0,1.0,1,1,0,0,1,0.17647058823529413,0.0,0.888888889,0.111111111,0
www.allisons.org,0,0,0.06315789473684211,0,0,0,0,0,0,1.0,1,0,0,0,1,0.0,0.0,0.875,0.125,0
www.stm.info,0,0,0.042105263157894736,0,0,0,0,0,0,1.0,1,0,0,0,1,0.11764705882352941,0.0,0.833333333,0.166666667,0
www.discovergames.com,0,0,0.08947368421052632,0,0,0,0,0,0,1.0,1,1,0,0,1,0.11764705882352941,0.0,0.904761905,0.095238095,0
www.theperlreview.com,0,0,0.08947368421052632,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.904761905,0.095238095,0
newsbreaks.infotoday.com,0,0,0.10526315789473684,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.916666667,0.083333333,0
projects.arin.net,0,0,0.06842105263157895,0,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.882352941,0.117647059,0
www.gnu.org,0,0,0.03684210526315789,0,0,0,0,0,0,1.0,1,0,0,0,1,0.0,0.0,0.818181818,0.181818182,0
zed001.tripod.com,0,0,0.06842105263157895,0,0,0,0,0,0,1.0,1,0,0,0,1,0.058823529411764705,0.176470588,0.705882353,0.117647059,0
obscure.org,0,0,0.03684210526315789,0,0,0,0,0,0,1.0,1,1,0,0,1,0.17647058823529413,0.0,0.909090909,0.090909091,0
search.cpan.org,0,0,0.05789473684210526,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.866666667,0.133333333,0
www.cs.sfu.ca,0,0,0.04736842105263158,0,0,0,0,0,0,1.0,1,1,0,0,1,0.11764705882352941,0.0,0.769230769,0.230769231,0
www.akeni.com,0,0,0.04736842105263158,0,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.846153846,0.153846154,0
worldcat.org,0,0,0.042105263157894736,0,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.916666667,0.083333333,0
groups.yahoo.com,0,0,0.06315789473684211,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.875,0.125,0
sip.clarku.edu,0,0,0.05263157894736842,0,0,0,0,0,0,1.0,1,1,1,0,1,0.0,0.0,0.857142857,0.142857143,0
www.sigada.org,0,0,0.05263157894736842,0,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.857142857,0.142857143,0
www.irt.org,0,0,0.03684210526315789,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.818181818,0.181818182,0
freshmeat.net,0,0,0.04736842105263158,0,0,0,0,0,0,1.0,1,1,0,0,1,0.11764705882352941,0.0,0.923076923,0.076923077,0
www.infoworld.com,0,0,0.06842105263157895,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.882352941,0.117647059,0
news.bbc.co.uk,0,0,0.05263157894736842,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.785714286,0.214285714,0
doc.cat-v.org,0,0,0.04736842105263158,0,0,0,0,0,0,1.0,1,0,0,0,1,0.0,0.0,0.769230769,0.230769231,0
www.ecojobs.com,0,0,0.05789473684210526,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.866666667,0.133333333,0
www.mjcweb.com,0,0,0.05263157894736842,0,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.857142857,0.142857143,0
webreference.com,0,0,0.06315789473684211,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.9375,0.0625,0
www.llamalife.com,0,0,0.06842105263157895,0,0,0,0,0,0,1.0,1,0,0,0,1,0.11764705882352941,0.0,0.882352941,0.117647059,0
www.ithaca.edu,0,0,0.05263157894736842,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.857142857,0.142857143,0
www.firstmonday.org,0,0,0.07894736842105263,0,0,0,0,0,0,1.0,1,1,0,0,1,0.11764705882352941,0.0,0.894736842,0.105263158,0
www.woodheadpublishing.com,0,0,0.11578947368421053,0,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.923076923,0.076923077,0
www.hicss.hawaii.edu,0,0,0.08421052631578947,0,0,0,0,0,0,1.0,1,1,0,0,1,0.11764705882352941,0.0,0.85,0.15,0
www.webring.com,0,0,0.05789473684210526,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.866666667,0.133333333,0
webstore.ansi.org,0,0,0.06842105263157895,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.882352941,0.117647059,0
members.tripod.com,0,0,0.07368421052631578,0,0,0,0,0,0,1.0,1,0,0,0,1,0.17647058823529413,0.0,0.888888889,0.111111111,0
accessories.us.dell.com,0,0,0.1,0,0,0,0,0,0,1.0,1,1,0,0,1,0.11764705882352941,0.0,0.869565217,0.130434783,0
www.ajw.com,0,0,0.03684210526315789,0,0,0,0,0,0,1.0,1,0,0,0,1,0.0,0.0,0.818181818,0.181818182,0
pubs.cas.psu.edu,0,0,0.06315789473684211,0,0,0,0,0,0,1.0,1,1,0,0,1,0.29411764705882354,0.0,0.8125,0.1875,0
www.unisoftplus.com,0,0,0.07894736842105263,0,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.894736842,0.105263158,0
www.eng.auburn.edu,0,0,0.07368421052631578,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.833333333,0.166666667,0
www.guardian.co.uk,0,0,0.07368421052631578,0,0,0,0,0,0,1.0,1,0,0,0,1,0.17647058823529413,0.0,0.833333333,0.166666667,0
www.tavi.co.uk,0,0,0.05263157894736842,0,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.785714286,0.214285714,0
www.hi.is,0,0,0.02631578947368421,0,0,0,0,0,0,1.0,1,0,0,0,1,0.058823529411764705,0.0,0.777777778,0.222222222,0
support.microsoft.com,0,0,0.08947368421052632,0,0,0,1,0,0,1.0,1,1,0,0,1,0.11764705882352941,0.0,0.904761905,0.095238095,0
www.handelsvertretung-penka.de,0,0,0.1368421052631579,0,0,0,0,0,0,1.0,1,1,1,1,1,0.058823529411764705,0.0,0.9,0.1,0
www.ece.cmu.edu,0,0,0.05789473684210526,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.8,0.2,0
skunkweb.sourceforge.net,0,0,0.10526315789473684,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.916666667,0.083333333,0
www.wired.com,0,0,0.04736842105263158,0,0,0,0,0,0,0.3166583291645823,1,0,0,0,1,0.058823529411764705,0.0,0.846153846,0.153846154,0
www.howtointernet.com,0,0,0.08947368421052632,0,0,0,1,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.904761905,0.095238095,0
liinwww.ira.uka.de,0,0,0.07368421052631578,0,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.833333333,0.166666667,0
freestone-group.com,0,0,0.07894736842105263,0,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.894736842,0.105263158,0
www.prospector.cz,0,0,0.06842105263157895,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.882352941,0.117647059,0
launchpad.net,0,0,0.04736842105263158,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.923076923,0.076923077,0
www.xpectmore.com,0,0,0.06842105263157895,0,0,0,0,0,0,1.0,1,1,0,0,1,0.11764705882352941,0.0,0.882352941,0.117647059,0
www.cs.auckland.ac.nz,0,0,0.08947368421052632,0,0,0,0,0,0,1.0,1,1,0,0,1,0.17647058823529413,0.0,0.80952381,0.19047619,0
ben_schlitt.tripod.com,0,0,0.09473684210526316,0,0,0,0,0,0,1.0,1,0,0,0,1,0.0,0.0,0.863636364,0.136363636,0
www.bell-labs.com,0,0,0.06842105263157895,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.823529412,0.176470588,0
www.xml.com,0,0,0.03684210526315789,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.818181818,0.181818182,0
hacks.dlux.hu,0,0,0.04736842105263158,0,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.846153846,0.153846154,0
cdr.stanford.edu,0,0,0.06315789473684211,0,0,0,0,0,0,1.0,1,1,0,0,1,0.11764705882352941,0.0,0.875,0.125,0
www.wyae.de,0,0,0.03684210526315789,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.818181818,0.181818182,0
www.cnn.com,0,0,0.03684210526315789,0,0,0,0,0,0,0.028514257128564282,1,1,0,0,1,0.11764705882352941,0.0,0.818181818,0.181818182,0
www.codefoot.com,0,0,0.06315789473684211,0,0,0,1,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.875,0.125,0
dbpubs.stanford.edu:8090,0,0,0.10526315789473684,0,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.166666667,0.708333333,0.125,0
www.freesitex.com,0,0,0.06842105263157895,0,0,0,1,0,0,1.0,1,1,0,0,1,0.11764705882352941,0.0,0.882352941,0.117647059,0
www.freeprogrammingresources.com,0,0,0.14736842105263157,0,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.9375,0.0625,0
www.ahinc.com,0,0,0.04736842105263158,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.846153846,0.153846154,0
www.cleanuphtml.com,0,0,0.07894736842105263,0,0,0,0,0,0,1.0,1,0,0,0,1,0.0,0.0,0.894736842,0.105263158,0
www.cs.cmu.edu,0,0,0.05263157894736842,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.785714286,0.214285714,0
www.edepot.com,0,0,0.05263157894736842,0,0,0,1,0,0,1.0,1,1,0,0,1,0.0,0.0,0.857142857,0.142857143,0
www.freescripts.com,0,0,0.07894736842105263,0,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.894736842,0.105263158,0
web.uvic.ca,0,0,0.03684210526315789,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.818181818,0.181818182,0
www.expinion.net,0,0,0.06315789473684211,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.875,0.125,0
www.icsi.berkeley.edu,0,0,0.08947368421052632,0,0,0,0,0,0,1.0,1,1,0,0,1,0.11764705882352941,0.0,0.857142857,0.142857143,0
www.fws.gov,0,0,0.03684210526315789,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.818181818,0.181818182,0
www.javascript.nu,0,0,0.06842105263157895,0,0,0,0,0,0,1.0,1,0,0,0,1,0.0,0.0,0.882352941,0.117647059,0
www.netupandgo.com,0,0,0.07368421052631578,0,0,0,0,0,0,1.0,1,0,0,0,1,0.0,0.0,0.888888889,0.111111111,0
mathworld.wolfram.com,0,0,0.08947368421052632,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.904761905,0.095238095,0
www.jrothman.com,0,0,0.06315789473684211,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.875,0.125,0
www.rmroberts.com,0,0,0.06842105263157895,0,0,0,0,0,0,1.0,1,0,0,0,1,0.0,0.0,0.882352941,0.117647059,0
www.gamespot.com,0,0,0.06315789473684211,0,0,0,1,0,0,0.47723861930965483,1,1,0,0,1,0.058823529411764705,0.0,0.875,0.125,0
sourceforge.net,0,0,0.05789473684210526,0,0,0,0,0,0,0.2531265632816408,1,1,0,0,1,0.058823529411764705,0.0,0.933333333,0.066666667,0
crazysteve.tripod.com,0,0,0.08947368421052632,0,0,0,0,0,0,1.0,1,0,0,0,1,0.058823529411764705,0.0,0.904761905,0.095238095,0
wwwfun.kurims.kyoto-u.ac.jp,0,0,0.12105263157894737,0,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.814814815,0.185185185,0
www.who.int,0,0,0.03684210526315789,0,0,0,0,0,0,0.18209104552276137,1,1,0,0,1,0.058823529411764705,0.0,0.818181818,0.181818182,0
www.eletech.com,0,0,0.05789473684210526,0,0,0,0,0,0,1.0,1,0,0,0,1,0.058823529411764705,0.0,0.866666667,0.133333333,0
www.ghost-system.com,0,0,0.08421052631578947,0,0,0,0,0,0,1.0,1,1,0,0,1,0.11764705882352941,0.0,0.85,0.15,0
gmpg.org,0,0,0.021052631578947368,0,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.875,0.125,0
www.nattyware.com,0,0,0.06842105263157895,0,0,0,0,0,0,1.0,1,0,0,0,1,0.0,0.0,0.882352941,0.117647059,0
www.topix.com,0,0,0.04736842105263158,0,0,0,1,0,0,1.0,1,1,0,0,1,0.0,0.0,0.846153846,0.153846154,0
www.cs.columbia.edu,0,0,0.07894736842105263,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.842105263,0.157894737,0
yro.slashdot.org,0,0,0.06315789473684211,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.875,0.125,0
metastatic.org,0,0,0.05263157894736842,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.928571429,0.071428571,0
www.gravitron.co.uk,0,0,0.07894736842105263,0,0,0,0,0,0,1.0,1,0,1,1,1,0.058823529411764705,0.0,0.842105263,0.157894737,0
www.semanticdesigns.com,0,0,0.1,0,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.913043478,0.086956522,0
www.cs.ucl.ac.uk,0,0,0.06315789473684211,0,0,0,0,0,0,1.0,1,1,0,0,1,0.11764705882352941,0.0,0.75,0.25,0
www.dsv.su.se,0,0,0.04736842105263158,0,0,0,0,0,0,1.0,1,1,0,0,1,0.17647058823529413,0.0,0.769230769,0.230769231,0
dreamers.com,0,0,0.042105263157894736,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.916666667,0.083333333,0
biblio.ugent.be,0,0,0.05789473684210526,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.866666667,0.133333333,0
listings.ebay.com,0,0,0.06842105263157895,0,0,0,0,0,0,1.0,1,1,0,0,1,0.11764705882352941,0.0,0.882352941,0.117647059,0
csis.pace.edu,0,0,0.04736842105263158,0,0,0,0,0,0,1.0,1,1,0,0,1,0.17647058823529413,0.0,0.846153846,0.153846154,0
jefferson.village.virginia.edu,0,0,0.1368421052631579,0,0,0,0,0,0,1.0,1,1,0,0,1,0.11764705882352941,0.0,0.9,0.1,0
win32.perl.org,0,0,0.05263157894736842,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.142857143,0.714285714,0.142857143,0
www.wku.edu,0,0,0.03684210526315789,0,0,0,0,0,0,1.0,1,1,0,0,1,0.058823529411764705,0.0,0.818181818,0.181818182,0
www.users.waitrose.com,0,0,0.09473684210526316,0,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.863636364,0.136363636,0
