domains,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,char_number,char_word,char_symbol,son_domain,Label
www.motortrend.com,0,0,0.0736842105263157,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8888888888888888,0.1111111111111111,0.5,0
www4.stat.ncsu.edu,0,0,0.0736842105263157,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0555555555555555,0.7777777777777778,0.1666666666666666,0.1,0
j3kost.wixsite.com,0,0,0.0736842105263157,0.13333333333333333,0,0,0,0,1,1.0,1,1,0,0,1,0.0,0.0555555555555555,0.8333333333333334,0.1111111111111111,0.5,1
metafb-bf3c6z6.web.app,0,0,0.0947368421052631,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.1363636363636363,0.7272727272727273,0.1363636363636363,1.0,1
105528598557255.ga,0,0,0.0736842105263157,0.06666666666666667,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.8333333333333334,0.1111111111111111,0.0555555555555555,0.6,1
clfkbitqsm6417d50664b75.causee.ru,0,0,0.1526315789473684,0.13333333333333333,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.3333333333333333,0.6060606060606061,0.0606060606060606,0.6,1
www.gutenberg.org,0,0,0.0684210526315789,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.882352941,0.117647059,0.3,0
www.intellij.net,0,0,0.0631578947368421,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.1176470588235294,0.0,0.875,0.125,0.4,0
kueronekayaeotn.co.jp.kuerocekayaaoto.kbokna.top,0,0,0.231578947368421,0.3333333333333333,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.8958333333333334,0.1041666666666666,0.8,1
www.umsl.edu,0,0,0.0421052631578947,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.833333333,0.166666667,0.1,0
spiritswap-gow.blogspot.com,0,0,0.1210526315789473,0.13333333333333333,0,0,1,0,1,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8888888888888888,0.1111111111111111,0.5,1
www.chooseindia.com,0,0,0.0789473684210526,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8947368421052632,0.1052631578947368,0.5,0
postfwa.com,0,0,0.0368421052631578,0.06666666666666667,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.9090909090909092,0.0909090909090909,0.5,1
att-100614.weeblysite.com,0,0,0.1105263157894736,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.24,0.64,0.12,0.5,1
www.northbound-train.com,0,0,0.1052631578947368,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.875,0.125,0.5,0
mariespartyhire.com.au,0,0,0.0947368421052631,0.13333333333333333,0,0,0,0,0,1.0,1,1,1,0,1,0.0,0.0,0.9090909090909092,0.0909090909090909,0.6,1
www.explan.co.uk,0,0,0.0631578947368421,0.2,0,0,0,0,0,1.0,1,0,0,0,1,0.0,0.0,0.8125,0.1875,0.6,0
jpostz.com,0,0,0.031578947368421,0.06666666666666667,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.9,0.1,0.5,1
metafb-dwnyt6x.web.app,0,0,0.0947368421052631,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0454545454545454,0.8181818181818182,0.1363636363636363,1.0,1
mkvfi09g.xyz,0,0,0.0421052631578947,0.06666666666666667,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.1666666666666666,0.75,0.0833333333333333,1.0,1
www.cs.utoronto.ca,0,0,0.0736842105263157,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.833333333,0.166666667,0.6,0
www.liquid-technologies.com,0,0,0.1210526315789473,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.888888889,0.111111111,0.5,0
saiconcacrd.co.jp.gzyilida.cn,0,0,0.131578947368421,0.26666666666666666,0,0,0,0,0,1.0,1,0,0,0,1,0.0,0.0,0.8620689655172413,0.1379310344827586,0.6,1
validator.w3.org,0,0,0.0631578947368421,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0625,0.8125,0.125,0.3,0
zygmunt.magdappp.pl,0,0,0.0789473684210526,0.13333333333333333,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.8947368421052632,0.1052631578947368,0.6,1
amercanexzabi.com,0,0,0.0684210526315789,0.06666666666666667,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.9411764705882352,0.0588235294117647,0.5,1
www.thenaturalhome.com,0,0,0.0947368421052631,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.9090909090909092,0.0909090909090909,0.5,0
15.204.54.27,0,0,0.0421052631578947,0.2,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.75,0.0,0.25,1.0,1
avgwvtafzruclquv145.z1.web.core.windows.net,0,0,0.2052631578947368,0.3333333333333333,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0930232558139534,0.7906976744186046,0.1162790697674418,0.4,1
12-0-0-230tr-340-t359h-g-94gh-39hg-9hw2g.obs.ap-southeast-2.myhuaweicloud.com,0,0,0.3842105263157894,0.26666666666666666,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.2597402597402597,0.5454545454545454,0.1948051948051948,0.5,1
zgljqw.cn,0,0,0.0263157894736842,0.06666666666666667,0,0,0,0,0,1.0,1,0,1,1,1,0.0588235294117647,0.0,0.8888888888888888,0.1111111111111111,0.6,1
cajasocialonweb.cajaonweb.repl.co,0,0,0.1526315789473684,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.9090909090909092,0.0909090909090909,0.6,1
xuivver.top,0,0,0.0368421052631578,0.06666666666666667,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.9090909090909092,0.0909090909090909,0.8,1
www.hillshepherd.com,0,0,0.0842105263157894,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.9,0.1,0.5,0
saiconsacrd.co.jp.so467.cn,0,0,0.1157894736842105,0.26666666666666666,0,0,0,0,0,1.0,1,0,1,1,1,0.0588235294117647,0.1153846153846153,0.7307692307692307,0.1538461538461538,0.6,1
trendscollections.net,0,0,0.0894736842105263,0.06666666666666667,0,0,0,0,1,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.9523809523809524,0.0476190476190476,0.4,1
yhhobrrlbm.duckdns.org,0,0,0.0947368421052631,0.13333333333333333,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.9090909090909092,0.0909090909090909,0.3,1
widadkamillah.github.io,0,0,0.1,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.9130434782608696,0.0869565217391304,0.6,1
spakafueralle.info,0,0,0.0736842105263157,0.06666666666666667,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.9444444444444444,0.0555555555555555,1.0,1
meta-business-case-5d96e.firebaseapp.com,0,0,0.1894736842105263,0.13333333333333333,0,0,0,0,1,1.0,1,1,0,0,1,0.0588235294117647,0.075,0.8,0.125,0.5,1
walletfix-auth.firebaseapp.com,0,0,0.1368421052631579,0.13333333333333333,0,0,0,0,1,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.9,0.1,0.5,1
coinop.org,0,0,0.031578947368421,0.06666666666666667,0,0,0,0,0,1.0,1,1,0,0,1,0.1176470588235294,0.0,0.9,0.1,0.3,0
www.gamereport.com,0,0,0.0736842105263157,0.13333333333333333,0,0,1,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8888888888888888,0.1111111111111111,0.5,0
www.smadesigngroup.com,0,0,0.0947368421052631,0.13333333333333333,0,0,0,0,0,1.0,1,0,0,0,1,0.0588235294117647,0.0,0.9090909090909092,0.0909090909090909,0.5,0
www.bvda.com,0,0,0.0421052631578947,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8333333333333334,0.1666666666666666,0.5,0
delectablequalifiedservice.pruebadefe1.repl.co,0,0,0.2210526315789473,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0217391304347826,0.9130434782608696,0.0652173913043478,0.6,1
eib.edu.au,0,0,0.031578947368421,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8,0.2,0.6,1
www.cranesoftwrights.com,0,0,0.1052631578947368,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.9166666666666666,0.0833333333333333,0.5,0
webs.iiitd.edu.in,0,0,0.0684210526315789,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8235294117647058,0.1764705882352941,0.6,1
www.tuat.ac.jp,0,0,0.0526315789473684,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.7857142857142857,0.2142857142857142,0.6,0
peach.ease.lsoft.com,0,0,0.0842105263157894,0.2,0,0,1,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.85,0.15,0.5,0
www.emailaddresses.com,0,0,0.0947368421052631,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.9090909090909092,0.0909090909090909,0.5,0
www.newmodels.com,0,0,0.0684210526315789,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8823529411764706,0.1176470588235294,0.5,0
www.rudenko.com,0,0,0.0578947368421052,0.13333333333333333,0,0,0,0,0,1.0,1,0,0,0,1,0.0588235294117647,0.0,0.8666666666666667,0.1333333333333333,0.5,0
www.oneonta.edu,0,0,0.0578947368421052,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8666666666666667,0.1333333333333333,0.1,0
restrizionemobilecode.com,0,0,0.1105263157894736,0.06666666666666667,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.96,0.04,0.5,1
www.jn.inf.ethz.ch,0,0,0.0736842105263157,0.26666666666666666,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.7777777777777778,0.2222222222222222,0.6,0
www.lcs.mit.edu,0,0,0.0578947368421052,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.1176470588235294,0.0,0.8,0.2,0.1,0
pub-773c5ce9b8404c928b2ce8938c207206.r2.dev,0,0,0.2052631578947368,0.13333333333333333,0,0,0,0,0,1.0,1,0,0,0,1,0.0588235294117647,0.5581395348837209,0.3720930232558139,0.0697674418604651,1.0,1
att-signxmoodie-a-tt.square.site,0,0,0.1473684210526315,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.84375,0.15625,0.7,1
btlogzz.weebly.com,0,0,0.0736842105263157,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8888888888888888,0.1111111111111111,0.5,1
idapple.btlsbt.top,0,0,0.0736842105263157,0.13333333333333333,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.8888888888888888,0.1111111111111111,0.8,1
meeting-23900123090123.bitbucket.io,0,0,0.1631578947368421,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.4,0.5142857142857142,0.0857142857142857,0.6,1
kubitz.com.br,0,0,0.0473684210526315,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8461538461538461,0.1538461538461538,0.6,1
att-105719.weeblysite.com,0,0,0.1105263157894736,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.24,0.64,0.12,0.5,1
www.dot.state.mn.us,0,0,0.0789473684210526,0.26666666666666666,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.7894736842105263,0.2105263157894736,0.6,0
www.bluesquirrel.com,0,0,0.0842105263157894,0.13333333333333333,0,0,0,0,0,1.0,1,0,0,0,1,0.0588235294117647,0.0,0.9,0.1,0.5,0
www.yurkevich.ru,0,0,0.0631578947368421,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.875,0.125,0.6,0
www.ruhr-uni-bochum.de,0,0,0.0947368421052631,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.1176470588235294,0.0,0.8181818181818182,0.1818181818181818,0.6,0
cryptowallet-validator.42web.io,0,0,0.1421052631578947,0.13333333333333333,0,0,0,0,0,1.0,1,0,0,0,1,0.0,0.064516129032258,0.8387096774193549,0.0967741935483871,0.6,1
people.cs.uu.nl,0,0,0.0578947368421052,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8,0.2,0.6,0
ralphyst.repl.co,0,0,0.0631578947368421,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.875,0.125,0.6,1
bubblemint.com.dotnet13.hostbasket.com,0,0,0.1789473684210526,0.26666666666666666,0,0,1,0,0,1.0,1,1,0,0,1,0.0,0.0526315789473684,0.8421052631578947,0.1052631578947368,0.5,0
n-areaclienti.info,0,0,0.0736842105263157,0.06666666666666667,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.8888888888888888,0.1111111111111111,1.0,1
www.emille.lancs.ac.uk,0,0,0.0947368421052631,0.26666666666666666,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8181818181818182,0.1818181818181818,0.6,0
www.exisoftware.com,0,0,0.0789473684210526,0.13333333333333333,0,0,0,0,0,1.0,1,0,0,0,1,0.0588235294117647,0.0,0.8947368421052632,0.1052631578947368,0.5,0
vlbpo.com,0,0,0.0263157894736842,0.06666666666666667,0,0,0,0,0,1.0,1,0,0,0,1,0.0588235294117647,0.0,0.8888888888888888,0.1111111111111111,0.5,1
adobe5-ee498.web.app,0,0,0.0842105263157894,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.2,0.65,0.15,1.0,1
www.webcredible.co.uk,0,0,0.0894736842105263,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.1176470588235294,0.0,0.8571428571428571,0.1428571428571428,0.6,0
de-29300.web.app,0,0,0.0631578947368421,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.3125,0.5,0.1875,1.0,1
spotify.com,0,0,0.0368421052631578,0.06666666666666667,0,0,0,0,0,0.017008504252126,1,1,0,0,1,0.1764705882352941,0.0,0.9090909090909092,0.0909090909090909,0.5,0
v6.ethdifi20cy.com,0,0,0.0736842105263157,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.1666666666666666,0.7222222222222222,0.1111111111111111,0.5,1
www.cleavebooks.co.uk,0,0,0.0894736842105263,0.2,0,0,0,0,0,1.0,1,0,0,0,1,0.0,0.0,0.8571428571428571,0.1428571428571428,0.6,0
caesar.logiqx.com,0,0,0.0684210526315789,0.13333333333333333,0,0,1,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.882352941,0.117647059,0.5,0
qhvpvezjaq.duckdns.org,0,0,0.0947368421052631,0.13333333333333333,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.9090909090909092,0.0909090909090909,0.3,1
cnbc.com,0,0,0.0210526315789473,0.06666666666666667,0,0,0,0,0,0.0230115057528764,1,1,0,0,1,0.1176470588235294,0.0,0.875,0.125,0.5,0
u22dyda57u29x158.tiberiusresidence.ro,0,0,0.1736842105263158,0.13333333333333333,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.2432432432432432,0.7027027027027027,0.054054054054054,0.6,1
www.dieterle.com,0,0,0.0631578947368421,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.875,0.125,0.5,0
bafybeia3oxfyhceg7udar663tc65vdemhjutzhhcb3h7cymyncj2f7zive.ipfs.infura-ipfs.io,0,0,0.3947368421052631,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.1392405063291139,0.810126582278481,0.050632911392405,0.6,1
teethgrinder.co.uk,0,0,0.0736842105263157,0.13333333333333333,0,0,0,0,0,1.0,1,0,0,0,1,0.0588235294117647,0.0,0.8888888888888888,0.1111111111111111,0.6,0
www.oocities.org,0,0,0.0631578947368421,0.13333333333333333,0,0,0,0,0,1.0,1,0,1,1,1,0.0588235294117647,0.0,0.875,0.125,0.3,0
mps.service-sys-2fa.com,0,0,0.1,0.13333333333333333,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0434782608695652,0.782608695652174,0.1739130434782608,0.5,1
121123--121123.repl.co,0,0,0.0947368421052631,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.5454545454545454,0.2727272727272727,0.1818181818181818,0.6,1
mmc-assess.tuwien.ac.at,0,0,0.1,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8260869565217391,0.1739130434782608,0.6,0
vapewell.vn,0,0,0.0368421052631578,0.06666666666666667,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.9090909090909092,0.0909090909090909,0.6,1
genuineundead.xyz,0,0,0.0684210526315789,0.06666666666666667,0,0,0,0,0,1.0,1,0,1,1,1,0.0588235294117647,0.0,0.9411764705882352,0.0588235294117647,1.0,1
www.cs.ucy.ac.cy,0,0,0.0631578947368421,0.26666666666666666,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.75,0.25,0.6,0
www.ne.anl.gov,0,0,0.0526315789473684,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.7857142857142857,0.2142857142857142,0.0,0
sharedfax815201376.wordpress.com,0,0,0.1473684210526315,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.28125,0.65625,0.0625,0.5,1
www.zmangames.com,0,0,0.0684210526315789,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.1764705882352941,0.0,0.882352941,0.117647059,0.5,0
www.inspection.gc.ca,0,0,0.0842105263157894,0.2,0,0,0,0,1,1.0,1,1,0,0,1,0.1176470588235294,0.0,0.85,0.15,0.6,0
www.shininglightpro.com,0,0,0.1,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.1176470588235294,0.0,0.9130434782608696,0.0869565217391304,0.5,0
saisaocard.co.jp.slrfli.top,0,0,0.1210526315789473,0.26666666666666666,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.0,0.8518518518518519,0.1481481481481481,0.8,1
jpbrewton.tripod.com,0,0,0.0842105263157894,0.13333333333333333,0,0,0,0,0,1.0,1,0,0,0,1,0.0588235294117647,0.0,0.9,0.1,0.5,0
pauen.tripod.com,0,0,0.0631578947368421,0.13333333333333333,0,0,0,0,0,1.0,1,0,0,0,1,0.0588235294117647,0.0,0.875,0.125,0.5,0
jicet.org,0,0,0.0263157894736842,0.06666666666666667,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.8888888888888888,0.1111111111111111,0.3,1
86q41g1er6g16116cg16eqry.cyou,0,0,0.131578947368421,0.06666666666666667,0,0,0,0,0,1.0,1,1,1,1,1,0.0588235294117647,0.4482758620689655,0.5172413793103449,0.0344827586206896,1.0,1
jozef.martynamaria.warszawa.pl,0,0,0.1368421052631579,0.2,0,0,0,0,0,1.0,1,1,0,0,1,0.0,0.0,0.9,0.1,0.6,1
tmz.com,0,0,0.0157894736842105,0.06666666666666667,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8571428571428571,0.1428571428571428,0.5,0
shiyanhg.cn,0,0,0.0368421052631578,0.06666666666666667,0,0,0,0,0,1.0,1,0,1,1,1,0.0588235294117647,0.0,0.9090909090909092,0.0909090909090909,0.6,1
www.jslope.com,0,0,0.0526315789473684,0.13333333333333333,0,0,0,0,0,1.0,1,1,0,0,1,0.0588235294117647,0.0,0.8571428571428571,0.1428571428571428,0.5,0
